,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
196,LP001197,1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1,0
197,LP001198,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0,1
198,LP001199,0,0,0,1,0,1907,2365.0,120.0,334.0,1.0,2,1
199,LP001200,0,1,0,0,0,3416,2816.0,113.0,360.0,0.83661879,1,1
200,LP001201,1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2,0
201,LP001202,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1,1
202,LP001203,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1,1
203,LP001204,1,1,3,1,0,3992,0.0,141.0,180.0,1.0,2,0
204,LP001205,1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2,1
205,LP001206,1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1,1
206,LP001207,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1,1
207,LP001208,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2,1
208,LP001209,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0,1
209,LP001210,1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2,1
210,LP001211,1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1,0
211,LP001212,0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1,0
212,LP001213,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,0
213,LP001214,1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2,1
214,LP001215,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0,1
215,LP001216,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2,1
216,LP001217,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1,1
217,LP001218,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0,0
218,LP001219,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1,1
219,LP001220,1,1,2,0,1,5000,0.0,72.0,360.0,0.0,1,0
220,LP001221,0,1,2,0,0,4283,2383.0,127.0,360.0,0.83661879,1,1
221,LP001222,1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2,0
222,LP001223,1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1,1
223,LP001224,1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1,1
224,LP001225,1,1,0,0,0,7578,1010.0,175.0,334.0,1.0,1,1
225,LP001226,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1,1
226,LP001227,1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0,0
227,LP001228,1,1,0,1,1,4735,0.0,138.0,360.0,1.0,2,0
228,LP001229,1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1,1
229,LP001230,1,1,0,0,0,4758,0.0,158.0,480.0,1.0,1,1
230,LP001231,1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0,1
231,LP001232,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1,1
232,LP001233,1,1,0,0,1,3716,0.0,42.0,180.0,1.0,0,1
233,LP001234,1,0,0,1,0,3189,2598.0,120.0,334.0,1.0,0,1
234,LP001235,0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1,1
235,LP001236,1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,1,1
236,LP001237,1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,0,1
237,LP001238,1,1,0,0,1,5746,0.0,255.0,360.0,0.83661879,2,0
238,LP001239,0,0,0,0,1,3463,0.0,122.0,360.0,0.83661879,2,1
239,LP001240,0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0,1
240,LP001241,1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1,1
241,LP001242,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0,1
242,LP001243,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2,0
243,LP001244,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2,1
244,LP001245,1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0,1
245,LP001246,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1,1
246,LP001247,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2,0
247,LP001248,1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2,1
248,LP001249,1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2,1
249,LP001250,1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1,1
250,LP001251,1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,2,1
251,LP001252,1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1,0
252,LP001253,0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2,0
253,LP001254,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0,1
254,LP001255,1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1,1
255,LP001256,1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2,0
256,LP001257,0,0,3,0,0,3083,0.0,255.0,360.0,1.0,0,1
257,LP001258,1,0,0,1,0,6045,0.0,115.0,360.0,0.0,0,0
258,LP001259,1,1,3,0,0,5250,0.0,94.0,360.0,1.0,2,0
259,LP001260,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,0,0
260,LP001261,1,1,3,1,0,4931,0.0,128.0,360.0,0.83661879,1,0
261,LP001262,1,1,1,0,0,6083,4250.0,330.0,360.0,0.83661879,2,1
262,LP001263,1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,1,1
263,LP001264,0,0,1,0,0,3481,0.0,155.0,36.0,1.0,1,0
264,LP001265,0,0,0,0,0,7200,0.0,120.0,360.0,1.0,0,1
265,LP001266,1,0,0,0,1,5166,0.0,128.0,360.0,1.0,1,1
266,LP001267,1,0,0,0,0,4095,3447.0,151.0,360.0,1.0,0,1
267,LP001268,1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,1,1
268,LP001269,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,2,1
269,LP001270,0,0,0,0,1,3418,0.0,135.0,360.0,1.0,0,0
270,LP001271,0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,2,1
271,LP001272,0,0,0,0,0,3237,0.0,30.0,360.0,1.0,2,1
272,LP001273,1,1,0,0,0,11146,0.0,136.0,360.0,1.0,2,1
273,LP001274,1,0,0,0,0,2833,1857.0,126.0,360.0,1.0,0,1
274,LP001275,1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,1,1
275,LP001276,1,1,2,0,0,3900,0.0,90.0,360.0,1.0,1,1
276,LP001277,1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,1,1
277,LP001278,1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,1,1
278,LP001279,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,2,1
279,LP001280,1,1,0,0,0,14583,0.0,436.0,360.0,1.0,1,1
280,LP001281,0,1,0,1,0,4100,0.0,124.0,360.0,0.83661879,0,1
281,LP001282,1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,2,0
282,LP001283,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1,1
283,LP001284,1,1,2,0,0,2301,985.7999878,78.0,180.0,1.0,2,1
284,LP001285,0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,2,1
285,LP001286,1,1,0,0,0,20667,0.0,141.0,360.0,1.0,0,0
286,LP001287,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,0,1
287,LP001288,0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,1,0
288,LP001289,1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,0,1
289,LP001290,0,0,0,0,0,4124,0.0,115.0,360.0,1.0,1,1
290,LP001291,1,0,0,0,0,9508,0.0,187.0,360.0,1.0,0,1
291,LP001292,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,0,1
292,LP001293,1,1,2,0,0,4400,0.0,127.0,360.0,0.0,1,0
293,LP001294,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,2,1
294,LP001295,0,0,0,0,0,5417,0.0,143.0,480.0,0.0,2,0
295,LP001296,1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,1,1
296,LP001297,1,1,3,0,1,4416,1250.0,110.0,360.0,1.0,2,1
297,LP001298,1,1,1,0,0,6875,0.0,200.0,360.0,1.0,1,1
298,LP001299,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2,1
299,LP001300,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,0,0
300,LP001301,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2,0
301,LP001302,1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,2,0
302,LP001303,1,1,0,1,0,2875,1750.0,105.0,360.0,1.0,1,1
303,LP001304,0,0,0,0,0,5000,0.0,132.0,360.0,1.0,0,1
304,LP001305,1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,2,1
305,LP001306,1,0,0,0,0,4000,2500.0,140.0,360.0,1.0,0,1
306,LP001307,1,0,0,1,0,2000,0.0,141.0,360.0,1.0,2,0
307,LP001308,0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,0,1
308,LP001309,0,0,0,0,0,2400,1863.0,104.0,360.0,0.0,2,0
309,LP001310,1,0,0,0,0,20233,0.0,480.0,360.0,1.0,0,0
310,LP001311,1,1,2,1,0,7667,0.0,185.0,360.0,0.83661879,0,1
311,LP001312,0,0,0,0,0,2917,0.0,84.0,360.0,1.0,1,1
312,LP001313,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,1,1
313,LP001314,0,0,0,0,0,2507,0.0,56.0,360.0,1.0,0,1
314,LP001315,1,1,2,0,1,5746,0.0,144.0,84.0,0.83661879,0,1
315,LP001316,1,1,0,0,0,2473,1843.0,159.0,360.0,1.0,0,0
316,LP001317,1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,2,1
317,LP001318,1,1,2,0,0,3717,0.0,120.0,360.0,1.0,1,1
318,LP001319,1,1,0,0,0,2058,2134.0,88.0,360.0,0.83661879,2,1
319,LP001320,0,0,1,0,0,3541,0.0,112.0,360.0,0.83661879,1,1
320,LP001321,1,1,1,0,1,10000,0.0,155.0,360.0,1.0,0,0
321,LP001322,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1,1
322,LP001323,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1,1
323,LP001324,1,1,2,1,0,3601,1590.0,141.0,360.0,1.0,0,1
324,LP001325,0,0,0,0,0,3166,2985.0,132.0,360.0,0.83661879,0,1
325,LP001326,1,1,3,0,0,15000,0.0,300.0,360.0,1.0,0,1
326,LP001327,1,1,1,0,1,8666,4983.0,376.0,360.0,0.0,0,0
327,LP001328,1,0,0,0,0,4917,0.0,130.0,360.0,0.0,0,1
328,LP001329,1,1,0,0,1,5818,2160.0,184.0,360.0,1.0,1,1
329,LP001330,0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2,0
330,LP001331,0,0,0,0,0,2500,0.0,67.0,360.0,1.0,2,1
331,LP001332,1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,2,1
332,LP001333,1,0,0,0,0,2935,0.0,98.0,360.0,1.0,1,1
333,LP001334,1,0,0,0,0,2833,0.0,71.0,360.0,1.0,2,1
334,LP001335,1,1,0,0,1,63337,0.0,490.0,180.0,1.0,2,1
335,LP001336,1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,2,1
336,LP001337,1,1,0,0,1,5503,4490.0,70.0,334.0,1.0,1,1
337,LP001338,1,1,1,0,1,5250,688.0,160.0,360.0,1.0,0,1
338,LP001339,1,1,2,0,1,2500,4600.0,176.0,360.0,1.0,0,1
